DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
ALEX CAFE & DELI,LEXINGTON AVENUE,high income,American,33,Z
BANTRY BAY PUBLICK HOUSE,GREENPOINT AVENUE,medium income,Irish,11,A
BANTRY BAY PUBLICK HOUSE,GREENPOINT AVENUE,medium income,Irish,11,A
BAR BOULUD,BROADWAY,high income,French,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
BAR BOULUD,BROADWAY,high income,French,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
ALI BABA'S TERRACE,2 AVENUE,high income,Turkish,13,A
BAR COASTAL,1 AVENUE,high income,American,10,A
BAR COASTAL,1 AVENUE,high income,American,10,A
BAR ITALIA,MADISON AVENUE,high income,Italian,10,A
BAR ITALIA,MADISON AVENUE,high income,Italian,10,A
BAR ITALIA,MADISON AVENUE,high income,Italian,10,A
ALICES TEA CUP CHAPTER 2,EAST   64 STREET,high income,American,13,A
ALICES TEA CUP CHAPTER 2,EAST   64 STREET,high income,American,13,A
BAR MISHIMA,EAST   52 STREET,high income,Japanese,13,A
BAR MISHIMA,EAST   52 STREET,high income,Japanese,13,A
ALITALIA PIZZA RESTAURANT,EAST TREMONT AVENUE,low income,Pizza,13,A
ALITALIA PIZZA RESTAURANT,EAST TREMONT AVENUE,low income,Pizza,13,A
ALL AMERICAN COFFEE SHOP,37 AVENUE,medium income,American,12,A
ALL AMERICAN COFFEE SHOP,37 AVENUE,medium income,American,12,A
ALL AMERICAN COFFEE SHOP,37 AVENUE,medium income,American,12,A
ALLEN RESTAURANT,RANDALL AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ALLEN RESTAURANT,RANDALL AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
BARBARESCO,LEXINGTON AVENUE,high income,Italian,11,A
ALLEN RESTAURANT,RANDALL AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ALLEN RESTAURANT,RANDALL AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
BARBARESCO,LEXINGTON AVENUE,high income,Italian,11,A
BARBONCINO,FRANKLIN AVENUE,medium income,Pizza,11,A
BARBONCINO,FRANKLIN AVENUE,medium income,Pizza,11,A
BARNES & NOBLE CAFE,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
BARNES & NOBLE CAFE,BROADWAY,high income,Caf̩/Coffee/Tea,13,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
AMARANTH,EAST   62 STREET,high income,French,13,A
AMARANTH,EAST   62 STREET,high income,French,13,A
AMARANTH,EAST   62 STREET,high income,French,13,A
AMARANTH,EAST   62 STREET,high income,French,13,A
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
AMBASSADOR FOOD SERVICES,38 AVENUE,medium income,American,11,A
AMBASSADOR FOOD SERVICES,38 AVENUE,medium income,American,11,A
AMBASSADOR FOOD SERVICES,38 AVENUE,medium income,American,11,A
AMBASSADOR FOOD SERVICES,38 AVENUE,medium income,American,11,A
BASICS CAFETERIA,FRANKLIN AVENUE,low income,American,20,B
BASICS CAFETERIA,FRANKLIN AVENUE,low income,American,20,B
BASICS CAFETERIA,FRANKLIN AVENUE,low income,American,20,B
BASICS CAFETERIA,FRANKLIN AVENUE,low income,American,20,B
BAY TERRACE POOL & TENNIS CENTER,23 AVENUE,medium income,American,13,A
AMELIA'S DINER,VARICK STREET,high income,American,11,A
AMELIA'S DINER,VARICK STREET,high income,American,11,A
BAY TERRACE POOL & TENNIS CENTER,23 AVENUE,medium income,American,13,A
BAY TERRACE POOL & TENNIS CENTER,23 AVENUE,medium income,American,13,A
BAY TERRACE POOL & TENNIS CENTER,23 AVENUE,medium income,American,13,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
AMERICAN CUT,EAST   56 STREET,high income,American,13,A
AMERICAN CUT,EAST   56 STREET,high income,American,13,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,13,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,13,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,13,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,13,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,13,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
BAYARD BO KY RESTAURANT,BAYARD ST,high income,Chinese,12,A
AMICI PIZZERIA,AMBOY ROAD,medium income,Italian,12,A
AMICI PIZZERIA,AMBOY ROAD,medium income,Italian,12,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMOR BAKERY NO 2,PROSPECT AVENUE,low income,Bakery,11,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,13,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,13,A
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMY'S BREAD CAFE,LINCOLN CENTER PLZ,high income,Bakery,10,A
AMY'S BREAD CAFE,LINCOLN CENTER PLZ,high income,Bakery,10,A
BEACH STREET EATERY,BEACH STREET,high income,American,60,C
BEACH STREET EATERY,BEACH STREET,high income,American,60,C
BEACH STREET EATERY,BEACH STREET,high income,American,60,C
BEACH STREET EATERY,BEACH STREET,high income,American,60,C
BEACON BAR,BROADWAY,high income,American,12,A
BEACON THEATRE,BROADWAY,high income,American,12,A
BEANOCCHIOS CAFE,YORK AVENUE,high income,American,18,B
BEANOCCHIOS CAFE,YORK AVENUE,high income,American,18,B
BEANOCCHIOS CAFE,YORK AVENUE,high income,American,18,B
BEANOCCHIOS CAFE,YORK AVENUE,high income,American,18,B
BEARD PAPA'S CREAM PUFFS,BROADWAY,high income,Bakery,13,A
BEARDED LADY,WASHINGTON AVENUE,medium income,American,12,A
BEARDED LADY,WASHINGTON AVENUE,medium income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
BEDLAM,AVENUE C,medium income,American,13,A
BEDLAM,AVENUE C,medium income,American,13,A
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJA-FLOR,29TH ST,medium income,Brazilian,25,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEIJING STYLE BARBEQUE,BOWNE STREET,low income,Chinese,26,B
BEL AMI,EAST   68 STREET,high income,French,12,A
BELAIRE CAFE,EAST   71 STREET,high income,American,9,A
BELAIRE CAFE,EAST   71 STREET,high income,American,9,A
BELLA BLU,LEXINGTON AVENUE,high income,Italian,15,B
BELLA BLU,LEXINGTON AVENUE,high income,Italian,15,B
BELLE HARBOR STEAKHOUSE,BEACH  116 STREET,medium income,Steak,12,A
BELLE HARBOR STEAKHOUSE,BEACH  116 STREET,medium income,Steak,12,A
BELLI OSTERIA,FULTON STREET,medium income,Italian,10,A
BELLI OSTERIA,FULTON STREET,medium income,Italian,10,A
BELMORA PIZZA & RESTAURANT,EAST   57 STREET,high income,Pizza,13,A
ANTIQUE GARAGE,MERCER STREET,high income,Mediterranean,11,A
BELMORA PIZZA & RESTAURANT,EAST   57 STREET,high income,Pizza,13,A
BEN'S KOSHER DELI & RESTAURANT,26 AVENUE,medium income,Jewish/Kosher,12,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,16,B
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,16,B
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,16,B
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
BENJAMIN STEAK HOUSE,EAST   41 STREET,high income,Steak,13,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,11,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,11,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,11,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,11,A
BENTON,CRESCENT ST,medium income,Japanese,24,B
BENTON,CRESCENT ST,medium income,Japanese,24,B
BENTON,CRESCENT ST,medium income,Japanese,24,B
BENTON,CRESCENT ST,medium income,Japanese,24,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
AROME,BROADWAY,high income,American,23,B
BEST PIZZA ON 1ST.,1 AVENUE,high income,Pizza,15,B
ARTE CAFE,WEST   73 STREET,high income,Italian,13,A
ARTE CAFE,WEST   73 STREET,high income,Italian,13,A
ARTE CAFE,WEST   73 STREET,high income,Italian,13,A
ARTURO'S,YORK AVENUE,high income,Italian,13,A
ARTURO'S,YORK AVENUE,high income,Italian,13,A
ASIA ROMA,MULBERRY STREET,high income,American,12,A
ASIA ROMA,MULBERRY STREET,high income,American,12,A
ASIA ROMA,MULBERRY STREET,high income,American,12,A
ASIA ROMA,MULBERRY STREET,high income,American,12,A
BETH TORAH KOSHER CATERERS,QUEENS BOULEVARD,medium income,Jewish/Kosher,12,A
BETH TORAH KOSHER CATERERS,QUEENS BOULEVARD,medium income,Jewish/Kosher,12,A
BETTOLA,AMSTERDAM AVENUE,high income,Italian,17,B
BETTOLA,AMSTERDAM AVENUE,high income,Italian,17,B
ATERA,WORTH STREET,high income,American,13,A
ATLANTIC GRILL WEST,WEST   64 STREET,high income,American,11,A
ATLANTIC GRILL WEST,WEST   64 STREET,high income,American,11,A
ATLANTIC GRILL WEST,WEST   64 STREET,high income,American,11,A
ATLANTIC GRILL WEST,WEST   64 STREET,high income,American,11,A
BIEROCRACY,JACKSON AVE,medium income,American,11,A
BIEROCRACY,JACKSON AVE,medium income,American,11,A
ATOMIC WINGS,BROADWAY,high income,Chicken,11,A
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,American,46,C
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,American,46,C
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,American,46,C
BIG NOSE KATES,ARTHUR KILL ROAD,medium income,American,46,C
BILLIARD COMPANY,AUSTIN STREET,medium income,American,12,A
BILLY'S BAKERY,FRANKLIN STREET,high income,Bakery,13,A
BILLY'S BAKERY,FRANKLIN STREET,high income,Bakery,13,A
BILLY'S BAKERY,FRANKLIN STREET,high income,Bakery,13,A
BILLY'S BAKERY,FRANKLIN STREET,high income,Bakery,13,A
BIN 71,COLUMBUS AVENUE,high income,French,12,A
BIN 71,COLUMBUS AVENUE,high income,French,12,A
"AU BON PAIN, ANDALE MEXICAN GRILL",UNIVERSITY AVENUE,low income,American,8,A
"AU BON PAIN, ANDALE MEXICAN GRILL",UNIVERSITY AVENUE,low income,American,8,A
"AU BON PAIN, ANDALE MEXICAN GRILL",UNIVERSITY AVENUE,low income,American,8,A
AU ZA'ATAR,AVENUE A,medium income,American,13,A
AU ZA'ATAR,AVENUE A,medium income,American,13,A
AUGURS WELL,ST MARKS PLACE,medium income,American,13,A
BIRYANI AND CHAT,KISSENA BOULEVARD,low income,Indian,7,A
BIRYANI AND CHAT,KISSENA BOULEVARD,low income,Indian,7,A
BISTRO LE STEAK,3 AVENUE,high income,French,12,A
AURORA SOHO,BROOME STREET,high income,Italian,13,A
AURORA SOHO,BROOME STREET,high income,Italian,13,A
AUSTIN HOUSE,AUSTIN STREET,medium income,American,13,A
BISTRO SK,CITY ISLAND AVENUE,medium income,French,11,A
AVRA ESTIATORIO,EAST   48 STREET,high income,Greek,13,A
AVRA ESTIATORIO,EAST   48 STREET,high income,Greek,13,A
AZUSA OF JAPAN,EAST   44 STREET,high income,Japanese,16,B
AZUSA OF JAPAN,EAST   44 STREET,high income,Japanese,16,B
AZUSA OF JAPAN,EAST   44 STREET,high income,Japanese,16,B
AZUSA OF JAPAN,EAST   44 STREET,high income,Japanese,16,B
B-SIDE,AVENUE B,medium income,American,13,A
B & Co.,PARK PLACE,high income,Sandwiches/Salads/Mixed Buffet,13,A
B & Co.,PARK PLACE,high income,Sandwiches/Salads/Mixed Buffet,13,A
B & Co.,PARK PLACE,high income,Sandwiches/Salads/Mixed Buffet,13,A
B & Co.,PARK PLACE,high income,Sandwiches/Salads/Mixed Buffet,13,A
B CAFE,EAST   75 STREET,high income,American,11,A
B CAFE,EAST   75 STREET,high income,American,11,A
B FLAT,CHURCH STREET,high income,Japanese,12,A
B FLAT,CHURCH STREET,high income,Japanese,12,A
B FLAT,CHURCH STREET,high income,Japanese,12,A
BLAKE AND TODD,EAST   53 STREET,high income,American,20,B
BLAKE AND TODD,EAST   53 STREET,high income,American,20,B
BLEND,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43,C
BABY GRAND,LAFAYETTE STREET,high income,American,12,A
BABY GRAND,LAFAYETTE STREET,high income,American,12,A
BABY GRAND,LAFAYETTE STREET,high income,American,12,A
BLEND,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43,C
BLEND,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43,C
BLEND,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43,C
BLEND,VERNON BOULEVARD,medium income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",43,C
BLOCKHEAD'S MEXICAN DINER,2 AVENUE,high income,Mexican,11,A
BAGEL TALK,AMSTERDAM AVENUE,high income,Bagels/Pretzels,12,A
BAGEL WORKS,FIRST AVENUE,high income,Bagels/Pretzels,28,C
BAGEL WORKS,FIRST AVENUE,high income,Bagels/Pretzels,28,C
BAGEL WORKS,FIRST AVENUE,high income,Bagels/Pretzels,28,C
BAGELICIOUS,108 STREET,medium income,Bagels/Pretzels,12,A
BAGELICIOUS,108 STREET,medium income,Bagels/Pretzels,12,A
BAGELICIOUS,108 STREET,medium income,Bagels/Pretzels,12,A
BAGELICIOUS,108 STREET,medium income,Bagels/Pretzels,12,A
BLOCKHEAD'S MEXICAN DINER,2 AVENUE,high income,Mexican,11,A
BLOCKHEAD'S MEXICAN DINER,2 AVENUE,high income,Mexican,11,A
BLONDIES,WEST   79 STREET,high income,American,13,A
BLOOMBERG CAFE,PARK AVE,high income,American,0,A
BLOOMBERG CAFE,PARK AVE,high income,American,0,A
BLUE & GOLD DELI,EAST   62 STREET,high income,American,12,A
BLUE MARBLE ICE CREAM,UNDERHILL AVENUE,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
BLUE MARBLE ICE CREAM,UNDERHILL AVENUE,medium income,"Ice Cream, Gelato, Yogurt, Ices",12,A
BAKER'S PIZZA,AVENUE A,medium income,Pizza,24,B
BAKER'S PIZZA,AVENUE A,medium income,Pizza,24,B
BAKER'S PIZZA,AVENUE A,medium income,Pizza,24,B
BAKER'S PIZZA,AVENUE A,medium income,Pizza,24,B
BAKER HOUSE MARKET,CRESCENT ST,medium income,Korean,7,A
BAKER HOUSE MARKET,CRESCENT ST,medium income,Korean,7,A
BAKER STREET PUB,1 AVENUE,high income,American,11,A
BAKER STREET PUB,1 AVENUE,high income,American,11,A
BLUESPOON COFFEE,CHAMBERS STREET,high income,Caf̩/Coffee/Tea,9,A
BLUESPOON COFFEE,CHAMBERS STREET,high income,Caf̩/Coffee/Tea,9,A
BLUESTONE LANE COFFEE,THIRD AVENUE,high income,Caf̩/Coffee/Tea,12,A
BLUESTONE LANE COFFEE,THIRD AVENUE,high income,Caf̩/Coffee/Tea,12,A
BALADE,1 AVENUE,medium income,Mediterranean,13,A
BALDOR SPECIALTY FOODS,FOOD CENTER DRIVE,low income,American,10,A
BALDOR SPECIALTY FOODS,FOOD CENTER DRIVE,low income,American,10,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOARDWALK BAGEL,ROCKAWAY BEACH DRIVE,medium income,Bagels/Pretzels,13,A
BOB'S STEAK & CHOP HOUSE,EAST   52 STREET,high income,American,19,B
BOB'S STEAK & CHOP HOUSE,EAST   52 STREET,high income,American,19,B
BOB'S STEAK & CHOP HOUSE,EAST   52 STREET,high income,American,19,B
BOBBY SPOT NUVO CAFE,VAN DAM ST,medium income,Egyptian,23,B
BOBBY SPOT NUVO CAFE,VAN DAM ST,medium income,Egyptian,23,B
BODAI VEGETARIAN RESTAURANT,MAIN ST,low income,Vegetarian,25,B
BANH MI SAIGON BAKERY,GRAND STREET,high income,Vietnamese/Cambodian/Malaysia,12,A
BODAI VEGETARIAN RESTAURANT,MAIN ST,low income,Vegetarian,25,B
BANTRY BAY PUBLICK HOUSE,GREENPOINT AVENUE,medium income,Irish,11,A
BAR BOULUD,BROADWAY,high income,French,13,A
BAR BOULUD,BROADWAY,high income,French,13,A
BAR BOULUD,BROADWAY,high income,French,13,A
BAR BOULUD,BROADWAY,high income,French,13,A
BAR COASTAL,1 AVENUE,high income,American,10,A
BAR COASTAL,1 AVENUE,high income,American,10,A
BARBARESCO,LEXINGTON AVENUE,high income,Italian,11,A
BARBARESCO,LEXINGTON AVENUE,high income,Italian,11,A
BARBONCINO,FRANKLIN AVENUE,medium income,Pizza,11,A
BARBONCINO,FRANKLIN AVENUE,medium income,Pizza,11,A
BOROUGH RESTAURANT,FRANKLIN AVENUE,medium income,American,12,A
BARKOGI,2 AVENUE,high income,Asian,21,B
BARKOGI,2 AVENUE,high income,Asian,21,B
BARKOGI,2 AVENUE,high income,Asian,21,B
BOULTON & WATT,AVENUE A,medium income,American,25,B
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BARNEY GREENGRASS,AMSTERDAM AVENUE,high income,Jewish/Kosher,12,A
BOULTON & WATT,AVENUE A,medium income,American,25,B
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
BARRE CAFE AT STEPS,BROADWAY,high income,Caf̩/Coffee/Tea,20,B
