DBA,STREET,INCOME_LEVEL,CUISINE_DESCRIPTION,SCORE,GRADE
AMC THEATRES,26 AVENUE,medium income,American,2,A
AMC THEATRES,26 AVENUE,medium income,American,2,A
AMC THEATRES,26 AVENUE,medium income,American,8,A
AMC THEATRES,26 AVENUE,medium income,American,8,A
AMC THEATRES,BROADWAY,high income,American,10,A
AMC THEATRES,BROADWAY,high income,American,10,A
AMC THEATRES,BROADWAY,high income,American,10,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,American,12,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMC THEATRES,BROADWAY,high income,Hotdogs/Pretzels,9,A
AMELIA'S DINER,VARICK STREET,high income,American,11,A
AMELIA'S DINER,VARICK STREET,high income,American,4,A
AMELIA'S DINER,VARICK STREET,high income,American,9,A
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,22,B
AMERICAN BAR,1 AVENUE,high income,American,22,B
AMERICAN BAR,1 AVENUE,high income,American,10,A
AMERICAN BAR,1 AVENUE,high income,American,10,A
AMERICAN BAR,1 AVENUE,high income,American,2,A
AMERICAN BAR,1 AVENUE,high income,American,2,A
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,27,B
AMERICAN BAR,1 AVENUE,high income,American,10,A
AMERICAN BAR,1 AVENUE,high income,American,10,A
AMERICAN CUT,EAST   56 STREET,high income,American,11,A
AMERICAN CUT,EAST   56 STREET,high income,American,12,A
AMERICAN CUT,EAST   56 STREET,high income,American,12,A
AMERICAN CUT,EAST   56 STREET,high income,American,11,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,7,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,12,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,13,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,12,A
AMERICAN CUT,GREENWICH STREET,high income,Steak,7,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,9,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,9,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,9,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,13,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,9,A
AMERICAN HERO & SUB'S,44 DRIVE,medium income,Sandwiches,13,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,10,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,10,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,12,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,12,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,12,A
AMERICAN MUSEUM OF NATURAL HISTORY FOOD COURT,W 79 STREET,high income,American,12,A
AMICI PIZZERIA,AMBOY ROAD,medium income,Italian,8,A
AMICI PIZZERIA,AMBOY ROAD,medium income,Italian,8,A
AMICI PIZZERIA,AMBOY ROAD,medium income,Italian,11,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,9,A
AMMA,EAST   51 STREET,high income,Indian,8,A
AMMA,EAST   51 STREET,high income,Indian,8,A
AMMA,EAST   51 STREET,high income,Indian,8,A
AMOR BAKERY NO 2,PROSPECT AVENUE,low income,Bakery,11,A
AMOR BAKERY NO 2,PROSPECT AVENUE,low income,Bakery,9,A
AMOR BAKERY NO 2,PROSPECT AVENUE,low income,Bakery,9,A
AMOR BAKERY NO 2,PROSPECT AVENUE,low income,Bakery,11,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,12,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,9,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,13,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,9,A
AMORINA,VANDERBILT AVENUE,medium income,Italian,10,A
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,30,C
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,10,A
AMSTERDAM ALE HOUSE,AMSTERDAM AVENUE,high income,American,10,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,9,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,9,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,9,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,9,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,11,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,10,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,10,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,6,A
AMSTERDAM GOURMET,AMSTERDAM AVENUE,high income,Delicatessen,6,A
AMY'S BREAD CAFE,LINCOLN CENTER PLZ,high income,Bakery,0,A
AMY'S BREAD CAFE,LINCOLN CENTER PLZ,high income,Bakery,0,A
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,QUEENS BLVD,medium income,Bakery,28,C
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,QUEENS BLVD,medium income,Bakery,12,A
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,QUEENS BLVD,medium income,Bakery,12,A
ANDRE'S HUNGARIAN STRUDELS & PASTRIES,QUEENS BLVD,medium income,Bakery,2,P
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,10,A
ANDY'S DELI,BROADWAY,high income,American,9,P
ANDY'S DELI,BROADWAY,high income,American,9,P
ANDY'S DELI,BROADWAY,high income,American,9,P
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,12,A
ANDY'S DELI,BROADWAY,high income,American,7,A
ANDY'S DELI,BROADWAY,high income,American,7,A
ANDY'S DELI,BROADWAY,high income,American,7,A
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,9,A
ANGELO BELLINI,EAST   53 STREET,high income,Italian,9,A
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANGELO BELLINI,EAST   53 STREET,high income,Italian,16,B
ANOTHEROOM,WEST BROADWAY,high income,American,10,A
ANOTHEROOM,WEST BROADWAY,high income,American,10,A
ANOTHEROOM,WEST BROADWAY,high income,American,0,A
ANOTHEROOM,WEST BROADWAY,high income,American,7,A
ANOTHEROOM,WEST BROADWAY,high income,American,8,A
ANOTHEROOM,WEST BROADWAY,high income,American,4,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,8,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,8,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,9,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,9,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,8,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,8,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,9,A
ANTHONY & JOE'S PIZZA,SOUTHERN BOULEVARD,low income,Pizza,9,A
ANTIQUE GARAGE,MERCER STREET,high income,Mediterranean,11,A
ANTIQUE GARAGE,MERCER STREET,high income,Mediterranean,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S PIZZA,FLATBUSH AVENUE,medium income,Pizza,11,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",20,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10,A
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
ANTONIO'S RESTAURANT,EAST  167 STREET,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21,B
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,10,A
(LEWIS DRUG STORE) LOCANDA VINI E OLII,GATES AVENUE,medium income,Italian,9,A
(LEWIS DRUG STORE) LOCANDA VINI E OLII,GATES AVENUE,medium income,Italian,7,A
(LEWIS DRUG STORE) LOCANDA VINI E OLII,GATES AVENUE,medium income,Italian,9,A
(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),CENTRAL PARK WEST,high income,American,11,A
(PUBLIC FARE) 81st street and central park west (Delacorte Theatre),CENTRAL PARK WEST,high income,American,12,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,10,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,10,A
1 DARBAR,EAST   46 STREET,high income,Indian,11,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,10,A
1 DARBAR,EAST   46 STREET,high income,Indian,11,A
1 DARBAR,EAST   46 STREET,high income,Indian,11,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
1 EAST 66TH STREET KITCHEN,EAST   66 STREET,high income,American,0,A
1 EAST 66TH STREET KITCHEN,EAST   66 STREET,high income,American,0,A
1 EAST 66TH STREET KITCHEN,EAST   66 STREET,high income,American,3,A
APHRODITES SWEETS,FRANCIS LEWIS BOULEVARD,medium income,Bakery,13,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,11,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,12,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,11,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,11,A
101 DELI,ROCKAWAY BEACH BOULEVARD,medium income,Delicatessen,11,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,10,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,11,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,11,A
APOTHEKE/CHEMIST,DOYERS STREET,high income,American,9,A
APPLEBEE'S,26 AVENUE,medium income,American,8,A
APPLEBEE'S,35 AVENUE,medium income,American,5,A
APPLEBEE'S,35 AVENUE,medium income,American,5,A
APPLEBEE'S,35 AVENUE,medium income,American,11,A
APPLEBEE'S,35 AVENUE,medium income,American,11,A
APPLEBEE'S,VETERANS ROAD WEST,medium income,American,2,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",11,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",11,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",13,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",13,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",9,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",2,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",2,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",3,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",3,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",11,A
16 HANDLES,2 AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",11,A
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",31,C
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",31,C
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",12,A
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",31,C
16 HANDLES,AMSTERDAM AVENUE,high income,"Ice Cream, Gelato, Yogurt, Ices",31,C
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,15,B
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,22,B
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,10,A
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,10,A
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,15,B
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,12,A
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,8,A
18 RESTAURANT,EAST   81 STREET,high income,Jewish/Kosher,22,B
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
AQUAVIT,EAST   55 STREET,high income,Scandinavian,9,A
ARABELLE,EAST   64 STREET,high income,American,12,A
ARABELLE,EAST   64 STREET,high income,American,12,A
ARABELLE,EAST   64 STREET,high income,American,3,A
ARABELLE,EAST   64 STREET,high income,American,3,A
ARABELLE,EAST   64 STREET,high income,American,12,A
ARABELLE,EAST   64 STREET,high income,American,12,A
ARABELLE,EAST   64 STREET,high income,American,9,A
ARABELLE,EAST   64 STREET,high income,American,9,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,12,A
27 SPORTS BAR & CAFE,WEST MOUNT EDEN AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12,A
27 SPORTS BAR & CAFE,WEST MOUNT EDEN AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8,A
27 SPORTS BAR & CAFE,WEST MOUNT EDEN AVENUE,low income,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13,A
2A,AVENUE A,medium income,American,11,A
2A,AVENUE A,medium income,American,11,A
2A,AVENUE A,medium income,American,2,A
2A,AVENUE A,medium income,American,2,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,7,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,7,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,7,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,7,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
2ND AVENUE DELI,1 AVENUE,high income,Jewish/Kosher,10,A
3 DELI & GRILL,EAST   55 STREET,high income,American,8,A
3 DELI & GRILL,EAST   55 STREET,high income,American,7,A
3 DELI & GRILL,EAST   55 STREET,high income,American,12,A
3 DELI & GRILL,EAST   55 STREET,high income,American,12,A
3 DELI & GRILL,EAST   55 STREET,high income,American,12,A
3 DELI & GRILL,EAST   55 STREET,high income,American,8,A
5 BURRO CAFE,AUSTIN STREET,medium income,Mexican,11,A
5 BURRO CAFE,AUSTIN STREET,medium income,Mexican,11,A
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,16,B
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,16,B
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,16,B
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,12,A
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,11,A
5 NAPKIN BURGER,BROADWAY,high income,Hamburgers,11,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,12,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,10,A
535 MADISON CAFE,MADISON AVENUE,high income,American,10,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,10,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,12,A
535 MADISON CAFE,MADISON AVENUE,high income,American,12,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,12,A
535 MADISON CAFE,MADISON AVENUE,high income,American,12,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,8,A
535 MADISON CAFE,MADISON AVENUE,high income,American,12,A
535 MADISON CAFE,MADISON AVENUE,high income,American,12,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,8,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,10,A
AROMA ESPRESSO BAR,CHURCH STREET,high income,American,10,A
AROME,BROADWAY,high income,American,13,A
AROME,BROADWAY,high income,American,13,A
AROME,BROADWAY,high income,American,13,A
AROME,BROADWAY,high income,American,12,A
AROME,BROADWAY,high income,American,12,A
AROME,BROADWAY,high income,American,12,A
AROME,BROADWAY,high income,American,13,A
AROME,BROADWAY,high income,American,13,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
55 THOMAS CAFE,THOMAS STREET,high income,American,5,A
55 THOMAS CAFE,THOMAS STREET,high income,American,5,A
55 THOMAS CAFE,THOMAS STREET,high income,American,10,A
55 THOMAS CAFE,THOMAS STREET,high income,American,10,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,12,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
55 THOMAS CAFE,THOMAS STREET,high income,American,7,A
AROME,BROADWAY,high income,American,13,A
AROME,BROADWAY,high income,American,11,A
59E59 BAR,EAST   59 STREET,high income,American,5,A
AROME,BROADWAY,high income,American,11,A
AROME,BROADWAY,high income,American,11,A
AROME,BROADWAY,high income,American,11,A
5C CAFE & CULTURAL CENTER,AVENUE C,medium income,Caf̩/Coffee/Tea,13,A
AROME,BROADWAY,high income,American,11,A
AROME,BROADWAY,high income,American,11,A
5C CAFE & CULTURAL CENTER,AVENUE C,medium income,Caf̩/Coffee/Tea,12,A
AROME,BROADWAY,high income,American,12,A
5C CAFE & CULTURAL CENTER,AVENUE C,medium income,Caf̩/Coffee/Tea,13,A
AROME,BROADWAY,high income,American,12,A
5C CAFE & CULTURAL CENTER,AVENUE C,medium income,Caf̩/Coffee/Tea,13,A
AROME,BROADWAY,high income,American,12,A
AROME,BROADWAY,high income,American,11,A
5C CAFE & CULTURAL CENTER,AVENUE C,medium income,Caf̩/Coffee/Tea,13,A
AROME,BROADWAY,high income,American,11,A
AROME,BROADWAY,high income,American,11,A
